RECALL_ID|TOZAR_CD|TOZAR_TEUR|DEGEM|SHNAT_RECALL|BUILD_BEGIN_A|BUILD_END_A|SUG_RECALL|SUG_TAKALA|TEUR_TAKALA|OFEN_TIKUN|TKINA_EU|YEVUAN_TEUR|TELEPHONE|WEBSITE
"11737"|"063"|"LEXUS"|"IS250"|"2016"|"2006-02-01"|"2011-11-30"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"חשש כי לחות שחדרה לאורך שנים לתוך יחידת הניפוח תפגום בפעולתה בעת הצורך במקרה תאונה."|"החלפה"|"M1"|"יוניון מוטורס בעמ"|"03-7613333"|"WWW.LEXUS.CO.IL"
"11738"|"063"|"LEXUS"|"SC430"|"2016"|"2003-05-01"|"2007-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"חשש כי לחות שחדרה לאורך שנים לתוך יחידת הניפוח תפגום בפעולתה בעת הצורך במקרה תאונה."|"החלפה"|"M1"|"יוניון מוטורס בעמ"|"03-7613333"|"WWW.LEXUS.CO.IL"
"11740"|"053"|"SUBARU"|"WRX,IMPREZA"|"2016"|"2004-01-01"|"2007-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"תקלה בגרסת SPI של יחידת ניפוח כרית האויר (מחולל גז) של כריות האויר של הנוסע הקדמי."|"החלפה"|"M1"|"יפנאוטו חברה ישראלית לרכב בעמ"|"*8545"|"WWW.SUBARU.CO.IL"
"11741"|"049"|"SCANIA"|"P360,P410,P320,R410,LA,R450,R490,R520"|"2016"|"2015-01-01"|"2015-12-31"|"תקלה סידרתית בטיחותית"|"היגוי ומתלים"|"חשש שקיים מרווח בין אום זרוע היגוי לזרוע היגוי."|"בדיקה"|"M2"|"מקס משאיות ואוטובוסים בעמ"|"054-3060190"|"WWW.MAXTB.CO.IL"
"11742"|"058"|"YAMAHA"|"MT-03,YZF-R3"|"2016"|"2015-01-01"|"2016-06-27"|"תקלה סידרתית בטיחותית"|"אחר"|"כשל במשאבת שמן ומיסב פלטת לחץ מצמד."|"החלפה"|"L1"|"מטרו מוטור שווק )1891( בעמ"|"*9697"|"WWW.METRO.CO.IL/LOCATIONS?TYPE=SERVICE"
"11743"|"030"|"JEEP"|"CHEROKEE"|"2016"|"2015-01-01"|"2016-06-27"|"תקלה סידרתית בטיחותית"|"אחר"|"מחברים חשמליים ביחידת הבקרה של דלת תא המטען עשויים להחליד ולגרום לקצר חשמלי."|"בדיקה"|"M2"|"קבוצת עמק איילון ס.כ. בעמ"|"*8545"|"JEEP.CO.IL"
"11744"|"023"|"FORD"|"EXPLORER"|"2016"|"2014-01-01"|"2015-12-31"|"תקלה סידרתית בטיחותית"|"היגוי ומתלים"|"אפשרות לריתוך לקוי של מוט בקרת התכנסות הגלגל במתלה האחורי."|"טיפול"|"M1"|"קבוצת עמק איילון ס.כ. בעמ"|"08-9139995"|"WWW.FORD.CO.IL"
"11749"|"011"|"CHEVROLET"|"TRAIL BLAZER"|"2016"|"2006-01-01"|"2007-12-31"|"תקלה סידרתית בטיחותית"|"אחר"|"תתכן כניסת נוזל דרך היחידה החשמלית בדלת הנהג."|"החלפה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CHEVROLET.CO.IL"
"11752"|"001"|"TOYOTA"|"AVENSIS,COROLLA,YARIS"|"2016"|"2003-03-01"|"2007-03-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"חשש לחדירת לחות לתוך יחידת הניפוח בכרית האויר של הנוסע הקדמי."|"בדיקה"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"11754"|"056"|"VOLVO"|"B8R,B11R"|"2016"|"2016-01-01"|"2016-07-12"|"תקלה סידרתית בטיחותית"|"אחר"|"באג בתוכנת מערכת AEBS"|"עדכון תוכנה"|"N1"|"מאיר חברה למכוניות ומשאיות בע"|"*5789"|"WWW.MCT.CO.IL/RECALL"
"11755"|"002"|"MAZDA"|"BT50"|"2016"|"2006-01-01"|"2014-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"אפשרות כשל במערכת הניפוח של כרית האוויר בצד הנוסע."|"החלפה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.MAZDA.CO.IL/RECALL.ASPX"
"11756"|"002"|"MAZDA"|"MAZDA 2"|"2016"|"2007-01-01"|"2014-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"אפשרות כשל במערכת הניפוח של כרית האוויר בצד הנוסע."|"החלפה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.MAZDA.CO.IL/RECALL.ASPX"
"11757"|"053"|"SUBARU"|"TRIBECA"|"2016"|"2006-01-01"|"2011-11-30"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"תקלה אפשרית ברכיב פתיחת כרית אוויר נוסע."|"החלפה"|"M1"|"יפנאוטו חברה ישראלית לרכב בעמ"|"*8545"|"WWW.SUBARU.CO.IL"
"11758"|"053"|"SUBARU"|"B4,OUTBACK"|"2016"|"2005-01-01"|"2009-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"תקלה אפשרית ברכיב פתיחת כרית אויר נוסע."|"החלפה"|"M1"|"יפנאוטו חברה ישראלית לרכב בעמ"|"*8545"|"WWW.SUBARU.CO.IL"
"11759"|"001"|"TOYOTA"|"PRIUS"|"2016"|"2009-04-01"|"2012-04-30"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"חשש להיווצרות סדק זעיר באיזור הריתוך שבקצה מיכל הגז הדחוס."|"טיפול"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"11760"|"001"|"TOYOTA"|"PRIUS,PRIUS PLUS,AURIS,COROLLA"|"2016"|"2006-12-31"|"2015-02-28"|"תקלה סידרתית בטיחותית"|"אחר"|"החשש שעלול להיווצר סדק בתושבת חיבור צינור אדי הדלק למיכל הדלק וכתוצאה מכך, יש להחליף את התושבת כאמור"|"החלפה"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"11761"|"061"|"INFINITI"|"Q50"|"2016"|"2012-01-01"|"2015-12-31"|"תקלה סידרתית בטיחותית"|"היגוי ומתלים"|"במקרים נדירים, בעת התנעת המנוע עלולה להירשם תקלה ביחידת הבקרה של מערכת היגוי DAS."|"עדכון תוכנה"|"M1"|"קרסו מוטורס בעמ"|"*8899"|"WWW.INFINITI-CARS.CO.IL"
"11762"|"045"|"RENAULT"|"CLIORS4"|"2016"|"2013-01-01"|"2015-12-31"|"תקלה סידרתית בטיחותית"|"אביזרים"|"חום גבוה עלול במקרים מסויימים לפגום באיכות ההדבקה המקבעת את האחיזה של החלק העליון של מסיט הרוח (הספוילר) האחורי של הדופן"|"החלפה"|"M1"|"קרסו מוטורס בעמ"|"*6020"|"WWW.RENAULT.CO.IL"
"11763"|"034"|"LAND ROVER"|"DISCOVERY,DISCOVERY SPORT,RANGE ROVER"|"2016"|"2012-01-01"|"2013-12-31"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"רכב לא מניע או לא נכבה."|"החלפה"|"M1"|"חברת המזרח"|"03-9213588 ,*8998"|"WWW.LANDROVER.CO.IL"
"11768"|"069"|"APRILIA"|"TUONO1100"|"2016"|"2015-01-01"|"2016-07-31"|"תקלה סידרתית בטיחותית"|"בלמים"|"אפשרות תקלה במשאבת בלם קידמית מרכזית."|"החלפה"|"L1"|"עופר חברה לרכב בעמ"|"03-5158856/7"|"WWW.OFERAVNIR.CO.IL"
"11769"|"069"|"APRILIA"|"DORSODURO1200"|"2016"|"2010-01-01"|"2015-12-31"|"תקלה סידרתית בטיחותית"|"בלמים"|"אפשרות תקלה במשאבת בלם קדמית מרכזית."|"החלפה"|"L1"|"עופר חברה לרכב בעמ"|"03-5158856/7"|"WWW.OFERAVNIR.CO.IL"
"11770"|"069"|"APRILIA"|"CAPONORD 1200"|"2016"|"2013-01-01"|"2016-07-27"|"תקלה סידרתית בטיחותית"|"בלמים"|"אפשרות תקלה במשאבת בלם קדמית מרכזית."|"החלפה"|"L1"|"עופר חברה לרכב בעמ"|"03-5158856/7"|"WWW.OFERAVNIR.CO.IL"
"11771"|"040"|"NISSAN"|"MAXIMA"|"2016"|"2015-01-01"|"2016-07-27"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"לא הוגדרה בלוגיקת האבחון התראה מתאימה למקרה של תקלה בחיישן חמצן אחורי ולכן נורית ההתראה לא תידלק, המקרה כזה תיתכן חריגה"|"עדכון תוכנה"|"M1"|"קרסו מוטורס בעמ"|"*6020"|"WWW.NISSAN.CO.IL"
"11772"|"040"|"NISSAN"|"NOTE,TIIDA"|"2016"|"2005-01-01"|"2014-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"במקרה של הפעלת כרית אוויר נהג הלחץ הפנימי במחולל הגז בה עלול לעלות באופן חריג ובמקרה קיצוני לגרום לקריעת בית מחולל הגז ש"|"החלפה"|"M1"|"קרסו מוטורס בעמ"|"*6020"|"WWW.NISSAN.CO.IL"
"11774"|"026"|"HYUNDAI"|"TUSCON"|"2016"|"2015-01-01"|"2016-08-04"|"תקלה סידרתית בטיחותית"|"אחר"|"חשש שבחלק מהרכבים מכסה המנוע לא ינעל כראוי."|"החלפה"|"M1"|"כלמוביל יונדאי"|"*5606"|"WWW.HYUNDAIMOTORS.CO.IL"
"11775"|"001"|"TOYOTA"|"AURIS"|"2016"|"2013-11-30"|"2015-02-28"|"תקלה סידרתית בטיחותית"|"חשמל אליקטרוניקה ומיזוג"|"חשש כי בעת תיקון שבמסגרתו בוצעה החלפת פנס ראשי, הותקן פנס שאינו תואם למפרט הנדרש."|"בדיקה"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"11776"|"057"|"VOLKSWAGEN"|"GOLF,TIGUAN,POLO,UP"|"2016"|"2015-01-01"|"2015-12-31"|"תקלה סידרתית בטיחותית"|"אחר"|"כשל במעצור מכני בנועל דלתות אחוריות."|"בדיקה"|"M1"|"צ'מפיון מוטורס בעמ"|"03-5775236"|"WWW.CHAMPIONMOTORS.CO.IL/SERVICE/SERVICE-CENTERS"
"11777"|"051"|"SKODA"|"OCTAVIA 3,RAPID,CITIGO"|"2016"|"2016-01-01"|"2016-08-07"|"תקלה סידרתית בטיחותית"|"אחר"|"כשל במעצור מכני בנועל דלתות אחוריות."|"בדיקה"|"M1"|"צ'מפיון מוטורס בעמ"|"03-5775236"|"WWW.CHAMPIONMOTORS.CO.IL/SERVICE/SERVICE-CENTERS"
"11778"|"037"|"MAN"|"TGA-S-X"|"2016"|"2013-01-01"|"2015-12-31"|"תקלה סידרתית בטיחותית"|"אחר"|"המפרקים האוניברסאליים של גל ההינע עלולים להישבר."|"החלפה"|"N1"|"מכשירי תנועה ומשאיות"|"03-9639000,  252*"|"WWW.MAN.CO.IL"
"11779"|"113"|"DACIA"|"LODGY"|"2016"|"2016-01-01"|"2016-08-08"|"תקלה סידרתית בטיחותית"|"בלמים"|"זיהום החטיבה ההידראולית של הבלימה בחלקיקי מתכת או פלסטיק."|"החלפה"|"M1"|"קרסו מוטורס בעמ"|"*3575"|"WWW.DACIA.CO.IL"
"11780"|"011"|"CHEVROLET"|"IMPALA"|"2016"|"2004-01-01"|"2004-12-31"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"יתכן מצב שבו בעת בלימה חזקה יינזלו טיפות שמן מהמנוע לסעפת הפליטה."|"החלפה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CHEVROLET.CO.IL"
"11783"|"038"|"MERCEDES BENZ"|"SPRINTER"|"2016"|"2015-01-01"|"2015-12-31"|"תקלה סידרתית בטיחותית"|"אחר"|"יתכן כי שכבות צבע הרכב אינן מודבקות כראוי זו לזו."|"טיפול"|"M1"|"כלמוביל מרצדס"|"03-9153030"|"WWW.COLMOBIL-RECALL.CO.IL"
"11784"|"034"|"LAND ROVER"|"EVOQUE,DISCOVERY SPORT"|"2016"|"2016-01-01"|"2016-08-11"|"תקלה סידרתית בטיחותית"|"אחר"|"שפשוף צינור דלק."|"טיפול"|"M1"|"חברת המזרח"|"03-9213588 ,*8998"|"WWW.LANDROVER.CO.IL"
"11785"|"009"|"BMW"|"X3,X4,F25,F26"|"2016"|"2011-01-01"|"2016-08-11"|"תקלה סידרתית בטיחותית"|"חגורות בטיחות"|"חשש לכשל בנקודות העיגון של כיסא הילדים במושב האחורי."|"טיפול"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.BMW.CO.IL/RECALL/INDEX.HTML"
"11786"|"050"|"SEAT"|"IBIZA,LEON,TOLEDO"|"2016"|"2016-01-01"|"2016-08-14"|"תקלה סידרתית בטיחותית"|"מערכת הבטיחות"|"כשל במעצור מכני בנועל דלתות אחוריות."|"בדיקה"|"M1"|"צ'מפיון מוטורס בעמ"|"03-5775236"|"WWW.CHAMPIONMOTORS.CO.IL/SERVICE/SERVICE-CENTERS"
"11787"|"006"|"AUDI"|"A8"|"2016"|"2007-01-01"|"2008-12-31"|"תקלה סידרתית בטיחותית"|"אביזרים"|"יתכן כי פאנל הזכוכית של חלון הגג הסולרי לא הודבק כנדרש במסגרת הגג בתהליך היצור."|"טיפול"|"M1"|"צ'מפיון מוטורס בעמ"|"03-5775236"|"WWW.CHAMPIONMOTORS.CO.IL/SERVICE/SERVICE-CENTERS"
"11788"|"040"|"NISSAN"|"ALTIMA,MAXIMA"|"2016"|"2014-01-01"|"2016-08-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"בתנאי נהיגה מסויימים, ייתכן כי לא יתבצע סיווג נכון של נוסע מבוגר היושב במושב הנוסע הקדמי, במקרה כזה מערכת הנוסע OCS תנתק"|"עדכון תוכנה"|"M1"|"קרסו מוטורס בעמ"|"*6020"|"WWW.NISSAN.CO.IL"
"11789"|"053"|"SUBARU"|"WRX,IMPREZA"|"2016"|"2004-01-01"|"2007-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"תקלה בגרסת SPI של יחידת ניפוח כרית האויר (מחולל גז) של כריות האויר של הנוסע הקדמי."|"החלפה"|"M1"|"יפנאוטו חברה ישראלית לרכב בעמ"|"*8545"|"WWW.SUBARU.CO.IL"
"11791"|"003"|"HONDA"|"CIVIC"|"2016"|"2015-01-01"|"2015-12-31"|"תקלה סידרתית בטיחותית"|"מערכת יציבות"|"יחידת הבקרה של מערכת היציבות (VSA) עלולה לתפקד לא כנדרש."|"החלפה"|"M1"|"מאיר חברה למכוניות ומשאיות בע"|"*5789"|"WWW.MCT.CO.IL/RECALL"
"11793"|"001"|"TOYOTA"|"AVENSIS,COROLLA,YARIS"|"2016"|"2003-03-01"|"2007-03-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"חשש לחדירת לחות לתוך יחידת הניפוח בכרית האויר של הנוסע הקדמי."|"בדיקה"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"11794"|"037"|"MAN"|"TGA-S-X"|"2016"|"2010-01-01"|"2014-11-30"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"אפשרות לנזילת שמן ממכסה ראש המנוע במקרה של נזק למנוע."|"החלפה"|"N1"|"מכשירי תנועה ומשאיות"|"03-9639000,  252*"|"WWW.MAN.CO.IL"
"11796"|"038"|"MERCEDES BENZ"|"CLC,E-CLASS"|"2016"|"2012-07-01"|"2015-02-28"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"הרכבת תפסים לגומית סף קיר האש, קיימת אפשרות שגומיה זו תשתחרר ותיגע בחלקים חמים במנוע."|"טיפול"|"M1"|"כלמוביל מרצדס"|"03-9153030"|"WWW.COLMOBIL-RECALL.CO.IL"
"11798"|"037"|"MAN"|"R33,RR2,RR8"|"2016"|"2014-01-01"|"2016-09-14"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"ייתכן שהברגים של החיבור העליון של הסרן האחורי לא עברו הידוק בצורה תקינה."|"בדיקה"|"N1"|"מכשירי תנועה ומשאיות"|"03-9639000,  252*"|"WWW.MAN.CO.IL"
"11800"|"012"|"CHRYSLER"|"VOYAGER"|"2016"|"2015-01-01"|"2016-09-14"|"תקלה סידרתית בטיחותית"|"מערכת העברת כוח"|"משאבת שמן בתיבת ההילוכים עלולה לאבד לחץ הידראולי."|"החלפה"|"M1"|"סמלת מוטורס בעמ"|"*8545"|"WWW.JEEP.CO.IL"
"11801"|"063"|"LEXUS"|"LEXUS"|"2016"|"2009-01-01"|"2012-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"חשש להיווצרות סדק זעיר באיזור הריתוך שבקצה מיכל הגז הדחוס שלהן, יתכן וגז ידלוף לכיוון כרית האויר וינפח חלק ממנה."|"טיפול"|"M1"|"יוניון מוטורס בעמ"|"03-7613333"|"WWW.LEXUS.CO.IL"
"11802"|"063"|"LEXUS"|"LEXUS CT200H"|"2016"|"2010-01-01"|"2015-02-28"|"תקלה סידרתית בטיחותית"|"אחר"|"חשש שעלול להיווצר סדק בתושבת חיבור צינור אדי הדלק למיכל הדלק."|"החלפה"|"M1"|"יוניון מוטורס בעמ"|"03-7613333"|"WWW.LEXUS.CO.IL"
"11803"|"012"|"CHRYSLER"|"CHRYSLER 300"|"2016"|"2012-01-01"|"2014-12-31"|"תקלה סידרתית בטיחותית"|"מערכת העברת כוח"|"חשש שלקוח לא ישלב את ידית ההילוכים החשמלית למצב P."|"עדכון תוכנה"|"M1"|"סמלת מוטורס בעמ"|"*8545"|"WWW.JEEP.CO.IL"
"11804"|"012"|"CHRYSLER"|"JEEP GRAND CHEROKEE"|"2016"|"2014-01-01"|"2015-12-31"|"תקלה סידרתית בטיחותית"|"מערכת העברת כוח"|"חשש שהנהג לא ישלב את ידית ההילוכים החשמלית למצב P."|"עדכון תוכנה"|"M1"|"סמלת מוטורס בעמ"|"*8545"|"WWW.JEEP.CO.IL"
"11806"|"043"|"POLARIS"|"XP TURBO,XP4 TURBO"|"2016"|"2015-01-01"|"2016-09-30"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"יציאת שמן/ נוזל קירור מהצילינדר עקב בקר מנוע שלא מפסיק את פעולת המנוע במצב של התחממות יתר או שמן מנוע מצינור הניקוז של מ"|"עדכון תוכנה"|"M1"|"דוד לובינסקי בעמ"|"*2171"|"WWW.MOTOSPORT.CO.IL/MOTO-SPORT-RECALL"
"11807"|"040"|"NISSAN"|"X TRAIL"|"2016"|"2014-01-01"|"2015-12-31"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"זוהה ששכבת הצבע שבה נצבעו בוכנות הגז של דלת תא המטען אינה מספקת הגנה מספיקה נגד קורוזיה."|"החלפה"|"M1"|"קרסו מוטורס בעמ"|"*6020"|"WWW.NISSAN.CO.IL"
"11808"|"040"|"NISSAN"|"NOTE,TIIDA"|"2016"|"2005-01-01"|"2014-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"במקרה של הפעלת כרית אוויר נהג הלחץ הפנימי במחולל הגז בה עלול לעלות באופן חריג ובמקרה קיצוני לגרום לקריעת בית מחולל הגז ש"|"החלפה"|"M1"|"קרסו מוטורס בעמ"|"*6020"|"WWW.NISSAN.CO.IL"
"11809"|"061"|"INFINITI"|"QX60"|"2016"|"2013-01-01"|"2015-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"בתנאי נהיגה מסויימים, ייתכן כי לא יתבצע סיווג נכון של נוסע מבוגר היושב במושב הנוסע הקדמי. במקרה כזה, מערכת סיווג הנוסע O"|"החלפה"|"M1"|"קרסו מוטורס בעמ"|"*8899"|"WWW.INFINITI-CARS.CO.IL"
"11811"|"011"|"CHEVROLET"|"SILVERADO"|"2016"|"2015-01-01"|"2015-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"ייתכן ותוכנת מודול כריות האוויר אינה מעודכנת ולכן בעת הצורך עלולים כריות האויר ומותחני חגורות הבטיחות שלא לתפקד כנדרש."|"החלפה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CHEVROLET.CO.IL"
"11814"|"001"|"TOYOTA"|"PRIUS"|"2016"|"2015-12-10"|"2016-03-10"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"עקב חשש להיווצרות סדק זעיר באיזור הריתוך שבקצה מיכל הגז הדחוס, במקרה כאמור, ייתכן וגז ידלוף לכיוון כרית האויר וינפח חלק"|"החלפה"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"11815"|"001"|"TOYOTA"|"RAV4,YARIS,HI-LUX"|"2016"|"2003-08-01"|"2005-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"חשש לחדירת לחות לתוך יחידת הניפוח בכרית האויר של הנהג שעלול לפגום בפעולה בעת הצורך."|"בדיקה"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"11816"|"053"|"SUBARU"|"B4,OUTBACK"|"2016"|"2010-01-01"|"2014-12-31"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"תקלה אפשרית במכסה התחתון של מנוע מגבי השמשות הקדמיים."|"החלפה"|"M1"|"יפנאוטו חברה ישראלית לרכב בעמ"|"*8545"|"WWW.SUBARU.CO.IL"
